CODIGO DE CLASE,CODIGO DE FAMILIA,DESCRIPCION DE CLASE
504753,5047,504753-MANÍES ORGÁNICOS EN LATA O EN FRASCO
504754,5047,504754-ALVERJAS ORGÁNICAS EN LATA O EN FRASCO
504755,5047,504755-PIMIENTOS ORGÁNICOS EN LATA O EN FRASCO
504756,5047,504756-PAPAS ORGÁNICAS EN LATA O EN FRASCO
504757,5047,504757-NABOS SUECOS ORGÁNICOS EN LATA O EN FRASCO
504758,5047,504758-VEGETALES MARINOS ORGÁNICOS EN LATA O EN FRASCO
504759,5047,504759-CHALOTES ORGÁNICOS EN LATA O EN FRASCO
504760,5047,504760-ALAZANES ORGÁNICOS EN LATA O EN FRASCO
504761,5047,504761-ESPINACAS ORGÁNICAS EN LATA O EN FRASCO
504762,5047,504762-CALABAZAS ORGÁNICAS EN LATA O EN FRASCO
504763,5047,504763-BATATAS ORGÁNICAS EN LATA O EN FRASCO
504764,5047,504764-TOMATES ORGÁNICOS EN LATA O EN FRASCO
504765,5047,504765-NABOS ORGÁNICOS EN LATA O EN FRASCO
504766,5047,504766-AUYAMAS ORGÁNICAS EN LATA O EN FRASCO
504767,5047,504767-ÑAMES ORGÁNICOS EN LATA O EN FRASCO
504768,5047,504768-VEGETALES NOMINANT ORGÁNICOS EN LATA O EN FRASCO
504769,5047,504769-ALVERJAS DULCES ORGÁNICAS EN LATA O EN FRASCO
511015,5110,511015-ANTIBIÓTICOS
511016,5110,"511016-AMEBICIDAS, TRICOMONACIDAS Y ANTIPROTOZOARIOS"
511017,5110,511017-ANTIHELMÍNTICOS Y OTROS ANTIPARASITARIOS
511018,5110,511018-FUNGICIDAS
511019,5110,511019-MEDICAMENTOS CONTRA LA MALARIA
511020,5110,511020-MEDICAMENTOS ANTITUBERCULOSOS
511021,5110,511021-LEPROSTÁTICOS
511022,5110,511022-ANTIINFECCIOSOS Y ANALGÉSICOS URINARIOS
511023,5110,511023-MEDICAMENTOS ANTIVIRALES
511024,5110,511024-OFTÁLMICO
511025,5110,511025-ANTIHELMÍNTICOS VETERINARIOS
511026,5110,511026-ANTIBIÓTICOS VETERINARIOS
511027,5110,511027-ANTISÉPTICOS
511115,5111,511115-AGENTES ALQUILANTE
511116,5111,511116-ANTIMETABOLITOS
511117,5111,511117-ANTIBIÓTICOS ANTINEOPLÁSICOS
511118,5111,511118-HORMONAS Y ANTIHORMONAS
511119,5111,511119-PRODUCTOS ANTITUMORALES NATURALES
511215,5112,511215-AGENTES ANTIARRITMIA
511216,5112,511216-MEDICAMENTOS ANTIANGINA
511217,5112,511217-MEDICAMENTOS ANTIHIPERTENSIVOS
511218,5112,511218-AGENTES ANTIHIPERLIPIDÉMICOS/HIPOCOLESTEROLÉMICOS
511219,5112,511219-MEDICAMENTOS USADOS PARA INSUFICIENCIA CARDÍACA CONGESTIVA
511221,5112,511221-VASODILATADORES
511222,5112,511222-FÁRMACOS CONTRA LA HIPOTENSIÓN
511223,5112,511223-AGENTES CARDIOPLÉJICOS
511315,5113,511315-MEDICAMENTOS ANTIANÉMICOS
511316,5113,511316-ANTICOAGULANTES
511317,5113,511317-TROMBOLÍTICOS/INHIBIDORES DE AGREGACIÓN DE PLAQUETAS
511318,5113,511318-AGENTES HEMOSTÁTICOS SISTÉMICOS Y COAGULANTES
511319,5113,511319-SUSTITUTOS DE PLASMA SANGUÍNEO Y EXTENSORES Y EXPANSORES
511320,5113,511320-AGENTES HEMORREOLÓGICOS
511415,5114,511415-ANTICONVULSIVOS
511416,5114,511416-ANTIDEPRESIVOS
511417,5114,511417-AGENTES ANTIPSICÓTICOS
511418,5114,511418-HIPNÓTICOS
511419,5114,511419-TRANQUILIZANTES Y FÁRMACOS ANSIOLÍTICOS Y ANTIMANIACOS
511420,5114,511420-ANALGÉSICOS NO NARCÓTICOS/ANTIPIRÉTICOS
511421,5114,511421-FÁRMACOS ANTIINFLAMATORIOS NO ESTEROIDEOS (NSAID)
511422,5114,511422-ANALGÉSICOS NARCÓTICOS
511423,5114,511423-ANTAGONISTAS NARCÓTICOS
511424,5114,511424-MEDICAMENTOS PARA DOLORES DE CABEZA VASCULARES Y MIGRAÑA
511425,5114,511425-MEDICAMENTOS CONTRA EL PARKINSON
511426,5114,511426-ESTIMULANTES/ANORÉXICOS
511427,5114,511427-FÁRMACOS ANTIINFLAMATORIOS NO ESTEROIDEOS VETERINARIOS (VNSAID)
511428,5114,511428-FÁRMACOS DE TRATAMIENTO DE LA ESCLEROSIS LATERAL AMIOTRÓFICA (ELA)
511429,5114,"511429-FÁRMACOS ANESTÉSICOS, COMPLEMENTOS RELACIONADOS Y ANALÉPTICOS"
511515,5115,511515-COLINÉRGICOS Y INHIBIDORES DE LA COLINESTERASA
511516,5115,511516-AGENTES BLOQUEADORES COLINÉRGICOS
511517,5115,511517-SIMPATOMIMÉTICOS (ADRENÉRGICOS)
511518,5115,511518-AGENTES BLOQUEADORES ADRENÉRGICOS
511519,5115,511519-RELAJANTES MÚSCULO-ESQUELÉTICOS DE ACCIÓN CENTRADA
511520,5115,511520-AGENTES BLOQUEADORES NEUROMUSCULARES
511615,5116,511615-ANTIASMÁTICOS
511616,5116,511616-ANTIHISTAMÍNICOS (BLOQUEADORES H1)
511617,5116,511617-MEDICAMENTOS PARA ALTERACIONES DEL TRACTO RESPIRATORIO
511618,5116,"511618-PRODUCTOS PARA TOS, RESFRIADOS Y ANTIALÉRGICOS"
511619,5116,511619-DESCONGESTIONANTES NASALES
511715,5117,511715-ANTIÁCIDOS Y ANTIFLATULENTOS
511716,5117,511716-LAXANTES
511717,5117,511717-ANTIDIARRÉICOS
511718,5117,"511718-AGENTES ANTIVÉRTIGO, ANTINAUSEANTES Y ANTIEMÉTICOS"
511719,5117,511719-FÁRMACOS ANTIÚLCERA Y OTROS FÁRMACOS GASTROINTESTINALES (GI) RELACIONADOS
511720,5117,511720-MEDICAMENTOS PARA ENFERMEDADES DE LA VESÍCULA BILIAR
511721,5117,511721-ANTIESPASMÓDICOS
511815,5118,511815-AGENTES ANTIDIABÉTICOS Y AGENTES HIPERGLICÉMICOS
511816,5118,511816-MEDICAMENTOS TIROIDEAS Y ANTITIROIDEAS
511817,5118,511817-CORTICOSTEROIDES
511818,5118,"511818-ESTRÓGENOS, PROGESTERONAS Y ANTICONCEPTIVOS INTERNOS"
511819,5118,511819-HORMONAS GONADOTRÓPICAS Y ESTIMULANTES E INHIBIDORES OVÁRICOS
511820,5118,511820-ANDRÓGENOS E INHIBIDORES ANDROGÉNICOS
511821,5118,511821-HORMONAS DE LA PITUITARIA POSTERIOR
511822,5118,511822-MEDICAMENTOS PARA LA INDUCCIÓN DEL PARTO
511823,5118,511823-HORMONAS DEL CRECIMIENTO Y SUS INHIBIDORES
511824,5118,511824-SALES DE CALCIO Y REGULADORES DEL CALCIO
511915,5119,511915-DIURÉTICOS
511916,5119,511916-ELECTROLITOS
511917,5119,511917-AGENTES ALCALINIZADORES
511918,5119,511918-SALES DE POTASIO
511919,5119,511919-SUPLEMENTOS DIETÉTICOS Y PRODUCTOS DE TERAPIA ALIMENTICIA
512015,5120,512015-INMUNODEPRESORES
512016,5120,"512016-VACUNAS, ANTÍGENOS Y TOXOIDES"
512017,5120,512017-VACUNAS AVIARES
512018,5120,512018-AGENTES INMUNOESTIMULANTES
512019,5120,512019-AGENTES DE LA ESCLEROSIS MÚLTIPLE (EM)
512115,5121,512115-MEDICAMENTOS ANTIGOTA
512116,5121,512116-ANTÍDOTOS Y EMÉTICOS
512119,5121,512119-FÁRMACOS ANESTÉSICOS VETERINARIOS
512120,5121,512120-FÁRMACOS HERBALES
512121,5121,512121-FÁRMACOS DENTALES
512122,5121,512122-FÁRMACOS CONTRA LAS ADICCIONES
512123,5121,512123-RADIOFÁRMACOS Y AGENTES DE DIAGNÓSTICO
512124,5121,512124-FÁRMACOS PARA TRATAR LA DISFUNCIÓN SEXUAL
512125,5121,512125-MEDIO DE CONTRASTE PARA IMÁGENES MÉDICAS
512410,5124,512410-PREPARADOS AURALES
512411,5124,512411-AGENTES OFTÁLMICOS
512412,5124,512412-AGENTES DERMATOLÓGICOS
512413,5124,512413-ASTRINGENTES
512510,5125,512510-METABOLITOS
521015,5210,521015-ALFOMBRAS Y FELPUDOS
521215,5212,521215-ROPA DE CAMA
521216,5212,521216-MANTELERÍAS DE COCINA Y MESA Y ACCESORIOS
521217,5212,521217-TOALLAS
521315,5213,521315-CORTINAS Y ROPAJE
521316,5213,521316-PERSIANAS
521317,5213,521317-ACCESORIOS Y FERRETERÍA PARA TRATAMIENTO DE VENTANAS
521415,5214,521415-ELECTRODOMÉSTICOS PARA COCINA
521416,5214,521416-LAVADORAS Y SUMINISTROS DE USO DOMÉSTICO
521417,5214,521417-APARATOS DE BAÑO DOMÉSTICOS
521418,5214,521418-OTROS ELECTRODOMÉSTICOS
521515,5215,521515-UTENSILIOS DE COCINA DESECHABLES DOMÉSTICOS
521516,5215,521516-UTENSILIOS DE COCINA DOMÉSTICOS
521517,5215,521517-CUBERTERÍA Y CUCHILLERÍA DE USO DOMÉSTICO
521518,5215,521518-BATERÍA DE COCINA DOMÉSTICA
521519,5215,521519-UTENSILIOS PARA HORNEAR DOMÉSTICOS
521520,5215,"521520-PLATOS, UTENSILIOS PARA SERVIR Y RECIPIENTES PARA ALMACENAR"
521521,5215,521521-CRISTALERÍA DE USO DOMÉSTICO
521522,5215,521522-LAVADO DE PLATOS Y ACCESORIOS DE ALMACENAMIENTO DE PLATOS
521523,5215,521523-SUMINISTROS DE COCINA DOMÉSTICA
521615,5216,521615-EQUIPOS AUDIOVISUALES
521616,5216,521616-ACCESORIOS DE EQUIPO AUDIOVISUAL
521710,5217,521710-TRATAMIENTOS DE PARED DE BAÑO
531015,5310,"531015-PANTALONES DE DEPORTE, PANTALONES Y PANTALONES CORTOS"
531016,5310,531016-FALDAS Y BLUSAS
531017,5310,531017-SUÉTERES
531018,5310,531018-ABRIGOS Y CHAQUETAS
531019,5310,531019-TRAJES
531020,5310,"531020-VESTIDOS, FALDAS, SARIS Y KIMONOS"
531021,5310,531021-BATAS Y MONOS
531022,5310,531022-ROPA FOLCLÓRICA
531023,5310,531023-ROPA INTERIOR
531024,5310,531024-MEDIAS Y CALCETINES
531025,5310,531025-ACCESORIOS DE VESTIR
531026,5310,531026-ROPA DE DORMIR
531027,5310,531027-UNIFORMES
531028,5310,531028-TRAJES DE BAÑO
531029,5310,531029-PRENDAS DE DEPORTE
531030,5310,531030-CAMISETAS
531031,5310,531031-CHALECOS
531032,5310,531032-ROPAS DESECHABLES
531115,5311,531115-BOTAS
531116,5311,531116-ZAPATOS
531117,5311,531117-ZAPATILLAS
531118,5311,531118-SANDALIAS
531119,5311,531119-CALZADO DEPORTIVO
531120,5311,531120-ACCESORIOS PARA EL CALZADO
531121,5311,531121-CHANCLOS
531215,5312,531215-MALETAS
531216,5312,"531216-MONEDEROS, BOLSOS DE MANO Y BOLSAS"
531217,5312,531217-CARTERAS
531218,5312,531218-JUEGOS Y ACCESORIOS DE VIAJE
531315,5313,531315-DENTALES
531316,5313,531316-BAÑO Y CUERPO
531317,5313,531317-EQUIPO PARA MASAJE TERAPÉUTICO
531318,5313,531318-ACCESORIOS Y MATERIALES PARA EQUIPO DE TATUAJES
531415,5314,531415-AFIANZADORES DE COSTURA
531416,5314,531416-SUMINISTROS DE COSTURA VARIADOS
541015,5410,541015-JOYERÍA FINA
541016,5410,541016-BISUTERÍA
541017,5410,541017-HERRAMIENTAS Y MATERIALES DE JOYERÍA
541115,5411,541115-RELOJES DE PULSERA O BOLSILLO
541116,5411,541116-RELOJES DE PARED O DE MESA
541117,5411,541117-PIEZAS DE RELOJES DE PULSERA O DE PARED O PIE O ACCESORIOS
541215,5412,541215-PIEDRAS PRECIOSAS
541216,5412,541216-PIEDRAS SEMIPRECIOSAS
541217,5412,541217-PERLAS
541218,5412,541218-PIEDRAS PRECIOSAS O SEMIPRECIOSAS INDUSTRIALES
551015,5510,551015-PUBLICACIONES IMPRESAS
551115,5511,551115-PUBLICACIONES ELECTRÓNICAS Y MÚSICA
551116,5511,551116-MATERIAL DE REFERENCIA DE SOFTWARE ELECTRÓNICO
551215,5512,551215-RÓTULOS
551216,5512,551216-ETIQUETAS
551217,5512,551217-SEÑALIZACIÓN
551218,5512,551218-DOCUMENTOS DE IDENTIFICACIÓN
551219,5512,551219-SEÑALIZACIONES
561015,5610,561015-MUEBLES
561016,5610,561016-MUEBLES PARA EL EXTERIOR
561017,5610,561017-MUEBLES DE OFICINA
561018,5610,561018-ACCESORIOS Y MUEBLES DE BEBE Y NINO
561019,5610,561019-PIEZAS DE MOBILIARIO Y ACCESORIOS
561115,5611,561115-SITIOS DE TRABAJO Y PAQUETES PARA LA OFICINA
561116,5611,561116-SISTEMAS DE PANELES
561117,5611,561117-CASEGOOD Y SISTEMAS NO MODULARES
561118,5611,561118-MUEBLES INDEPENDIENTES
561119,5611,561119-MUEBLES INDUSTRIALES
561120,5611,561120-MUEBLES DE APOYO DE LA COMPUTADORA
561121,5611,561121-ASIENTOS
561122,5611,561122-SISTEMAS DE ESCRITORIOS
561123,5611,561123-PARTES Y ACCESORIOS PARA ASIENTOS DE AUDITORIOS O ESTADIOS O DE USO ESPECIAL
561210,5612,561210-MOBILIARIO DE BIBLIOTECA
561211,5612,561211-MOBILIARIO DE CLASE DE ARTE
561212,5612,561212-MOBILIARIO DE SALA DE PRIMEROS AUXILIOS
561213,5612,561213-ACCESORIOS DE INSTALACIONES EDUCATIVAS GENERALES
561214,5612,561214-MOBILIARIO DE CAFETERÍA Y COMEDOR
561215,5612,561215-MOBILIARIO GENERAL DE AULA
561216,5612,561216-MOBILIARIO PARA EL TIEMPO DE DESCANSO Y OCIO CREATIVO PARA GUARDERÍA INFANTIL E INSTALACIONES PARA NIÑOS
561217,5612,561217-MÓDULOS DE ALMACENAMIENTO GENERAL Y DE LIBROS PARA LAS AULAS
561218,5612,561218-MOBILIARIO Y ACCESORIOS DE AULAS VOCACIONALES
561219,5612,561219-MOBILIARIO DE DEMOSTRACIÓN
561220,5612,561220-MUEBLES DE LABORATORIO
561315,5613,561315-MANIQUÍES Y FORMAS
561316,5613,561316-EXHIBIDORES Y ACCESORIOS AUTO SOPORTADOS PARA MERCANCÍAS
561317,5613,"561317-APARATOS, ESTANTES, SISTEMAS Y ACCESORIOS PARA INSTALACIÓN DE MERCANCÍAS"
561415,5614,561415-ADORNOS CERÁMICOS PARA EL HOGAR
561416,5614,561416-ADORNOS DE VIDRIO PARA EL HOGAR
601010,6010,601010-KITS DE MATEMÁTICAS
601011,6010,601011-MATERIALES ELECTRÓNICOS DE APRENDIZAJE
601012,6010,601012-INCENTIVOS EDUCATIVOS
601013,6010,601013-ADHESIVOS EDUCATIVOS Y SUMINISTROS
601014,6010,601014-PREMIOS DE LA CLASE
601016,6010,601016-DIPLOMAS O CERTIFICADOS EDUCATIVOS
601017,6010,601017-MATERIALES DE RECURSOS DEL PROFESOR
601018,6010,601018-RECURSOS EDUCATIVOS DE LAS CLASES RELIGIOSAS
601019,6010,601019-RECURSOS Y MATERIALES DE DESTREZA ALFABÉTICA
601020,6010,601020-MATERIALES DE RECURSOS DE CREACIÓN DE PALABRAS Y ACCESORIOS
601021,6010,601021-MATERIALES DE RECURSOS DE LENGUAJE
601022,6010,601022-MATERIALES DE RECURSOS DE FONÉTICA Y ACCESORIOS
601023,6010,601023-LIBROS DE LECTURA Y RECURSOS
601024,6010,601024-RECURSOS DE CUENTA Y TEMPRANO APRENDIZAJE DE MATEMÁTICAS Y ACCESORIOS
601025,6010,601025-RECURSOS Y MATERIALES DE NUMERACIÓN Y OPERACIONES MATEMÁTICAS BÁSICAS
601026,6010,"601026-MATERIALES DE RECURSOS DEL PROFESOR DE RESOLUCIÓN DE PROBLEMAS, DATOS, POSIBILIDADES Y PROBABILIDADES"
601027,6010,"601027-MATERIALES DE RECURSOS DEL PROFESOR DE PENSAMIENTO LÓGICO, PERCEPCIÓN ESPACIAL, IDENTIFICACIÓN DE COINCIDENCIAS Y PATRONES"
601028,6010,601028-MATERIALES DE RECURSOS DEL PROFESOR DE VALOR DE POSICIÓN Y BASE DIEZ
601029,6010,601029-MATERIALES DE RECURSOS DEL PROFESOR DEL DINERO Y LA HORA
601030,6010,"601030-FRACCIONES, PENTOMINÓS Y MATERIALES DE ENSEÑANZA DE DECIMALES"
601031,6010,601031-MATERIALES DE RECURSOS DEL PROFESOR DE GEOMETRÍA
601032,6010,601032-MATERIALES DE RECURSOS DEL PROFESOR DE ÁLGEBRA
601033,6010,601033-MATERIALES DE RECURSOS DEL PROFESOR DE PRECÁLCULO Y CÁLCULO
601034,6010,601034-RECURSOS DE HABILIDAD DE LECTURA DE MAPAS Y GEOGRAFÍA Y ACCESORIOS
601035,6010,601035-CIENCIAS POLÍTICAS
601036,6010,601036-RECURSOS Y ACTIVIDADES MULTICULTURALES
601037,6010,601037-RECURSOS DE LENGUAS EXTRANJERAS
601038,6010,601038-RECURSOS DE ENSEÑANZA DE HISTORIA
601039,6010,"601039-ORGANISMOS VIVOS, ESPECÍMENES CONSERVADOS Y MATERIALES RELACIONADOS"
601040,6010,"601040-BIOTECNOLOGÍA, BIOQUÍMICA, GENÉTICA, MICROBIOLOGÍA Y MATERIALES RELACIONADOS"
601041,6010,601041-SISTEMAS DEL CUERPO Y MATERIALES RELACIONADOS
601042,6010,"601042-PRUEBAS DEL AGUA, CONSERVACIÓN Y ECOLOGÍA"
601043,6010,601043-ASTRONOMÍA
601044,6010,601044-GEOLOGÍA Y CIENCIAS DE LA TIERRA
601045,6010,"601045-QUÍMICA, ELECTROQUÍMICA Y MICROQUÍMICA"
601046,6010,601046-MATERIALES DE FÍSICA MECÁNICA
601047,6010,601047-MATERIALES DE FÍSICA DE ENERGÍA Y ELECTRICIDAD
601048,6010,601048-MATERIALES DE FÍSICA DEL SONIDO Y LAS ONDAS
601049,6010,601049-MATERIALES DE FÍSICA DE ELECTRICIDAD
601050,6010,601050-MATERIALES DE FÍSICA NUCLEAR
601051,6010,"601051-COHETES, MATERIALES DE VUELO Y SUMINISTROS"
601052,6010,601052-MATERIALES EDUCATIVOS DE RECURSOS DE APTITUDES DE VIDA
601053,6010,601053-MATERIALES EDUCATIVOS DE EDUCACIÓN DE CARRERA
601054,6010,"601054-MATERIALES EDUCATIVOS DE VIDA INDEPENDIENTE, ADMINISTRACIÓN DEL DINERO Y ECONOMÍA DOMÉSTICA"
601055,6010,601055-MATERIALES EDUCATIVOS DE DISEÑO DEL HOGAR Y DE INTERIORES
601056,6010,"601056-MATERIALES EDUCATIVOS DE PREPARACIÓN DE ALIMENTOS, NUTRICIÓN Y EDUCACIÓN SOBRE LA SALUD"
601057,6010,601057-ÁLBUMES DE RECUERDOS Y SUMINISTROS
601058,6010,601058-MATERIALES EDUCATIVOS DE DISEÑO TEXTIL Y DE ROPA
601059,6010,"601059-MATERIALES EDUCATIVOS SOBRE LAS RELACIONES Y EL SEXO, EL EMBARAZO DE ADOLESCENTES, APTITUDES DE CRIANZA Y DESARROLLO DEL NIÑO"
601060,6010,"601060-GUÍAS DE PLANES DE ESTUDIO, PROYECTOS, ACTIVIDADES Y LECCIONES"
601061,6010,601061-MATERIALES DE ENSEÑANZA VOCACIONAL
601062,6010,601062-MATERIALES DE ENSEÑANZA DE TECNOLOGÍA
601063,6010,601063-EQUIPO DE ENSEÑANZA DE CIENCIA FORENSE Y SUMINISTROS
601064,6010,601064-EQUIPO DE ENSEÑANZA DE ELECTRÓNICA Y SUMINISTROS
601065,6010,601065-SUMINISTROS RELIGIOSOS
601066,6010,601066-MATERIALES PARA PRUEBAS DE APTITUD Y VOCACIONALES
601110,6011,601110-PÓSTERES O GRÁFICOS DEL AULA
601111,6011,601111-SETS DE TABLÓN DE ANUNCIOS
601112,6011,601112-GUARDAS Y REMATES DE TABLÓN DE ANUNCIOS
601113,6011,601113-LETRAS Y NÚMEROS DECORATIVOS
601114,6011,601114-DECORACIONES ESPECIALES PARA EL AULA Y ACCESORIOS DECORATIVOS
601210,6012,601210-ARTE
601211,6012,"601211-LIENZOS, PELÍCULAS, TABLEROS Y PAPELES DE ARTISTA"
601212,6012,"601212-PINTURA DEL AULA Y DE BELLAS ARTES, MEDIOS, APLICADORES Y ACCESORIOS"
601213,6012,601213-PRODUCTOS DE CORTE DE MANUALIDADES Y ARTE
601214,6012,601214-ENMARCADO DE CUADRO
601215,6012,"601215-UTENSILIOS DE DIBUJO, SUMINISTROS Y ACCESORIOS"
601216,6012,601216-MATERIALES DE ESTUDIO
601217,6012,601217-SUMINISTROS Y ACCESORIOS DE GRABADOS
601218,6012,601218-TINTAS DE DIBUJO E IMPRESIÓN
601219,6012,601219-MATERIALES DE DECORACIÓN DE TELAS Y ARTE TEXTIL Y SUMINISTROS
601220,6012,"601220-EQUIPO DE TEJIDO, PESPUNTEADO Y COSIDO Y ACCESORIOS"
601221,6012,601221-VELAS ARTESANALES
601222,6012,601222-EBANISTERÍA
601223,6012,601223-SUMINISTROS DE CESTERÍA
601224,6012,601224-SUMINISTROS DE VIDRIERAS DE COLORES
601225,6012,601225-MANUALIDADES DE PAPEL Y PAPEL ARTESANAL
601226,6012,601226-MOSAICOS
601227,6012,601227-PINTURAS DE ESMALTADO Y ACCESORIOS
601228,6012,601228-MÁSCARAS
601229,6012,601229-CUENTAS O ACCESORIOS DE ENHEBRADO DE CUENTAS
601230,6012,601230-ARTESANÍA DE ESPUMA
601231,6012,601231-ARTESANÍA DE CAÑAS DE FELPILLA
601232,6012,601232-MATERIALES DE ARTESANÍA DE CINTAS
601233,6012,601233-POMPONES DE ARTESANÍA
601234,6012,601234-MATERIALES DE OJOS MÓVILES
601235,6012,601235-MATERIALES DE ARTESANÍA DE CUERO
601236,6012,601236-PURPURINA
601237,6012,601237-MATERIALES DE ARTESANÍA DE MACRAME Y ACCESORIOS
601238,6012,601238-SUMINISTROS Y ACCESORIOS DE VETEADO
601239,6012,601239-LENTEJUELAS Y RIBETES
601240,6012,601240-SUMINISTROS DE ARTESANÍA DEL CORCHO Y ACCESORIOS
601241,6012,601241-MATERIALES DE PROYECTO MULTICULTURAL Y ACCESORIOS
601242,6012,601242-PROYECTOS COMPLETOS DE PLANES DE ESTUDIOS
601243,6012,"601243-COMPUESTOS DE MODELADO Y ARCILLA, EQUIPO DE CERÁMICA Y ACCESORIOS"
601244,6012,601244-METALES DE ARTESANÍA
601245,6012,601245-SUMINISTROS Y ACCESORIOS DE ESCULTURA
601310,6013,601310-INSTRUMENTOS DE TECLADO
601311,6013,601311-INSTRUMENTOS DE METAL
601312,6013,601312-INSTRUMENTOS DE VIENTO DE MADERA
601313,6013,601313-INSTRUMENTOS DE CUERDA
601314,6013,601314-INSTRUMENTOS DE PERCUSIÓN
601315,6013,601315-PIEZAS Y ACCESORIOS DE INSTRUMENTOS MUSICALES
601316,6013,601316-SETS DE INSTRUMENTOS MUSICALES
601317,6013,601317-INSTRUMENTOS MUSICALES DE SONIDOS ALTERNATIVOS
601318,6013,601318-ACCESORIOS DE MÚSICA Y DANZA
601410,6014,601410-JUGUETES
601411,6014,601411-JUEGOS
601412,6014,601412-EQUIPO DE JUEGOS ACTIVOS Y ACCESORIOS
601413,6014,601413-SISTEMAS DE CONSTRUCCIÓN Y BLOQUES INFANTILES
601414,6014,601414-EQUIPO DE REPRESENTACIÓN TEATRAL Y ACCESORIOS
701015,7010,701015-EXPLOTACIONES PESQUERAS
701016,7010,701016-VIGILANCIA PESQUERA
701017,7010,701017-INDUSTRIA Y TECNOLOGÍA PESQUERA
701018,7010,701018-RECURSOS PESQUEROS
701019,7010,701019-ACUICULTURA
701115,7011,701115-PLANTAS Y ÁRBOLES ORNAMENTALES
701116,7011,701116-PLANTAS DE FLOR
701117,7011,"701117-PARQUES, JARDINES Y HUERTOS"
701215,7012,701215-INDUSTRIA LECHERA
701216,7012,701216-INDUSTRIA GANADERA
701217,7012,701217-GESTIÓN GANADERA
701218,7012,701218-INDUSTRIA DE ANIMALES DOMÉSTICOS
701219,7012,701219-SERVICIOS DE PASTOS Y DEHESAS
701220,7012,701220-SALUD ANIMAL
701315,7013,701315-PROTECCIÓN DEL TERRENO Y DEL SUELO
701316,7013,701316-PREPARACIÓN DEL TERRENO Y DEL SUELO
701317,7013,701317-GESTIÓN DEL TERRENO Y DEL SUELO
701415,7014,701415-PRODUCCIÓN DE CULTIVOS
701416,7014,701416-PROTECCIÓN DE CULTIVOS
701417,7014,701417-GESTIÓN DE CULTIVOS
701418,7014,701418-PLANTACIÓN Y CULTIVO DE CULTIVOS
701419,7014,701419-COSECHA DE CULTIVOS
701420,7014,701420-ELABORACIÓN DE CULTIVOS POSTERIOR A LA COSECHA
701515,7015,701515-GESTIÓN DE CULTIVOS FORESTALES
701516,7015,701516-INDUSTRIA FORESTAL
701517,7015,701517-COSECHA FORESTAL
701518,7015,701518-SERVICIOS DE CONSERVACIÓN FORESTAL
701519,7015,701519-RECURSOS FORESTALES
701615,7016,701615-FAUNA
701616,7016,701616-FLORA
701617,7016,701617-ECOSISTEMAS
701715,7017,701715-DESARROLLO
701716,7017,701716-VIGILANCIA
701717,7017,701717-RIEGO
701718,7017,701718-SERVICIOS DE DRENAJE
711015,7110,711015-PROSPECCIÓN MINERA
711016,7110,711016-SERVICIOS MINEROS DE PERFORACIÓN Y VOLADURA
711017,7110,711017-EXTRACCIÓN
711120,7111,711120-SERVICIOS DE REGISTRAR HOYO ENCERRADO DE POZOS
711121,7111,711121-SERVICIOS DE REGISTRAR POZO DE PERFORACIÓN ABIERTA
711122,7111,711122-OTROS SERVICIOS DE REGISTRACIÓN
711123,7111,711123-SERVICIOS SÍSMICOS
711210,7112,711210-SERVICIOS DE BOMBEAR CEMENTO
711211,7112,711211-SERVICIOS DE TUBERÍA ADUJADA
711212,7112,711212-SERVICIOS DE EXTRACCIÓN DE MUESTRAS
711213,7112,711213-SERVICIOS DE HERRAMIENTAS BARRENOS HACIA ABAJO
711214,7112,711214-SERVICIOS DE BROCA DE BARRENA DEL CAMPO PETROLÍFERO
711215,7112,711215-SERVICIOS DE MEDIDA DE PERFORACIÓN
711216,7112,711216-SERVICIOS DE PERFORACIÓN DEL POZO PETROLERO
711217,7112,711217-SERVICIOS DE PESCA EN EL CAMPO PETROLÍFERO
711218,7112,711218-SERVICIOS DE ELEVACIÓN POR PRESIÓN DE GAS
711219,7112,711219-SERVICIOS DE FLUIDO BARRENO HACIA ABAJO
711220,7112,711220-SERVICIOS DE PERFORACIÓN DE POZO
711221,7112,711221-SERVICIOS DE CONTROL DE ARENA DEL CAMPO PETROLERO
711222,7112,711222-SERVICIOS DE PELÍCULA OLEOSA
711223,7112,711223-SERVICIOS DE POZO SUBMARINO
711224,7112,711224-SERVICIOS DE PRUEBAS DEL POZO SUBMARINO
711225,7112,711225-SERVICIOS DE CONTROL DE GAS O AGUA
711226,7112,711226-SERVICIOS DE TERMINACIÓN DEL POZO
711227,7112,711227-SERVICIOS DE MANTENIMIENTO DEL POZO
711228,7112,711228-SERVICIOS DE MONITOR DEL POZO PETROLERO
711229,7112,711229-APAREJOS DEL CAMPO PETROLÍFERO
711230,7112,711230-SERVICIOS INTEGRADOS
711310,7113,711310-SERVICIOS DE FRACTURAR DEL POZO
711311,7113,711311-SERVICIOS DE ESTIMULACIÓN DE LA MATRIZ
711312,7113,711312-SERVICIOS DE NITRÓGENO DEL CAMPO PETROLÍFERO
711313,7113,711313-OTROS SERVICIOS DE BOMBEO DEL CAMPO PETROLÍFERO
711314,7113,711314-SERVICIOS DE PRODUCCIÓN DEL POZO
711410,7114,711410-SERVICIOS DE EMERGENCIA DE CONTROL DEL POZO
